Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
60, 1, City Defense, Started
60, 1, Operation Settle New City running
60, Settle New City, 1, , Battle line, 22:22, 1 endangered
67, 4, Attack Enemy City, No recruits to reach minimum, , , 
67, 4, Attack Enemy City, No recruits to reach minimum, , , 
67, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
67, 4, Naval Superiority, No recruits to reach minimum, , , 
67, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
67, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
67, 5, Operation Settle New City running
67, 5, Settle New City, ,0, Not Ready, 
67, 5, Operation Attack Barb Camp running
67, Attack Barb Camp, 5, , Battle line, 51:38, 0 endangered
67, 5, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
67, 5, Operation Attack Enemy City running
67, Attack Enemy City, 5, , Battle line, 50:40, 0 endangered
67, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
67, 5, Operation Naval Superiority running
67, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
67, 5, Attack Barb Camp, No recruits to reach minimum, , , 
67, 5, Attack Barb Camp, No recruits to reach minimum, , , 
67, 5, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
67, 5, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 53:38, Move 53:39, Attack 53:40
67, 5, Attack Enemy City, No recruits to reach minimum, , , 
67, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 139.0, 
67, 5, Attack Enemy City, No recruits to reach minimum, , , 
67, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 139.0, 
67, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_WARRIOR
67, 5, Attack Enemy City, Operation Attack Units, UNIT_WARRIOR, At 52:41, Move 53:41, Attack 53:40
67, 5, Attack Enemy City, Operation Attack Units, UNIT_WARRIOR, At 51:42, Move 52:41, Attack -9999:-9999
67, 5, Attack Enemy City, Operation Siege City, UNIT_WARRIOR, From 49:42, Goal: 50:43, Move 50:43
67, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 50:40, 51:42, 50:41
67, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 49:40, 50:43, 49:41
67, 5, Naval Superiority, No recruits to reach minimum, , , 
67, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
67, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
67, 6, Operation Settle New City running
67, Settle New City, 6, , Battle line, 58:23, 0 endangered
67, 6, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
67, 6, Operation Attack Barb Camp running
67, 6, Attack Barb Camp, ,0, Not Ready, 
67, 6, Operation City Defense running
67, City Defense, 6, , Battle line, 57:23, 0 endangered
67, 6, City Defense, ,0, Not Ready, UNIT_WARRIOR; 
67, 6, Operation Attack Enemy City running
67, 6, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; 
67, 6, Naval Superiority, Started
67, Settle New City, 6, , Battle line, 58:23, 0 endangered
67, 6, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
67, 6, Settle New City, Recruiting strength, , Enemy Str: 20.0, UNIT_WARRIOR
67, Settle New City, 6, , Battle line, 57:23, 0 endangered
67, 6, Settle New City, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_ARCHER
67, 6, Settle New City, Operation Move, UNIT_SETTLER, 59:23, 58:20, 59:23
67, 6, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
67, 6, City Defense, Operation complete
67, 6, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR
67, 6, Attack Enemy City, Operation Move, UNIT_WARRIOR, 62:25, 62:25, 62:25
67, 6, Attack Barb Camp, Operation complete
67, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
67, 6, Naval Superiority, Operation complete
67, 7, Operation Settle New City running
67, 7, Settle New City, ,0, Not Ready, 
67, 7, Operation City Defense running
67, City Defense, 7, , Battle line, 19:39, 0 endangered
67, 7, City Defense, ,0, Ready, UNIT_SCOUT; 
67, 7, Operation City Defense running
67, City Defense, 7, , Battle line, 22:40, 0 endangered
67, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
67, 7, Operation Attack Enemy City running
67, 7, Attack Enemy City, ,0, Not Ready, 
67, 7, Naval Superiority, Started
67, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
67, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
67, 7, Attack Enemy City, No recruits to reach minimum, , , 
67, 7, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
67, 7, Naval Superiority, No recruits to reach minimum, , , 
67, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
67, 7, Naval Superiority, Operation complete
67, 8, Operation City Defense running
67, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
67, 8, City Defense, No recruits to reach minimum, , , 
67, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
67, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
67, 15, Operation Attack Barb Camp running
67, 15, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
67, 15, Attack Barb Camp, No recruits to reach minimum, , , 
67, 15, Attack Barb Camp, No recruits to match strength, , Enemy Str: 10.0, 
67, 15, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
67, 15, Attack Barb Camp, Operation Move, UNIT_ARCHER, 66:10, 66:7, 66:9
67, 15, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 63:8, 66:5, 63:7
67, 16, Operation Attack Barb Camp running
67, Attack Barb Camp, 16, , Battle line, 21:12, 0 endangered
67, 16, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
67, 16, Attack Barb Camp, No recruits to reach minimum, , , 
67, 16, Attack Barb Camp, No recruits to match strength, , Enemy Str: 29.0, 
67, 16, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
67, 16, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 22:13, Move 22:13, Attack 21:13
67, 16, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 23:12, Move 22:12, Attack 21:13
67, 17, Operation City Defense running
67, City Defense, 17, , Battle line, 50:41, 1 endangered
67, 17, City Defense, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
67, 17, Operation Attack Enemy City running
67, 17, Attack Enemy City, ,0, Not Ready, 
67, 17, Attack Enemy City, ,1, Ready, 
67, City Defense, 17, , Battle line, 50:41, 1 endangered
67, City Defense, 17, , Battle line, 50:41, 1 endangered
67, 17, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
67, 17, City Defense, Operation Attack Units, UNIT_ARCHER, At 53:44, Move 53:44, Attack 53:45
67, 17, City Defense, Operation Attack Units, UNIT_WARRIOR, At 49:39, Move 49:40, Attack -9999:-9999
67, 17, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
67, 21, City Defense, Started
67, 21, Operation City Defense running
67, 21, City Defense, ,0, Ready, 
67, 21, City Defense, No recruits to reach minimum, , , 
67, 21, City Defense, Recruiting strength, , Enemy Str: 20.0, UNIT_WARRIOR
67, 21, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_ARCHER
67, 22, Operation City Defense running
67, 22, City Defense, ,0, Ready, UNIT_WARRIOR; 
67, 22, Operation Attack Barb Camp running
67, Attack Barb Camp, 22, , Battle line, 1073741836:48, 0 endangered
67, 22, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; 
67, 22, City Defense, No recruits to reach minimum, , , 
67, 22, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
67, 22, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
67, 22, Attack Barb Camp, No recruits to reach minimum, , , 
67, 22, Attack Barb Camp, No recruits to match strength, , Enemy Str: 43.0, 
67, 22, Attack Barb Camp, No recruits to reach minimum, , , 
67, 22, Attack Barb Camp, No recruits to match strength, , Enemy Str: 43.0, 
67, 22, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
67, 22, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 13:49, Move 13:49, Attack 12:49
67, 22, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 11:47, Move 11:47, Attack 12:49
67, 22, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 13:48, Move 13:48, Attack 12:49
67, 25, City Defense, Started
67, 25, Operation Attack Barb Camp running
67, 25, Attack Barb Camp, ,0, Ready, UNIT_ARCHER; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; 
67, 25, Operation City Defense running
67, 25, City Defense, ,0, Ready, 
67, 25, City Defense, No recruits to reach minimum, , , 
67, 25, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
67, 25, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
67, 25, City Defense, Operation complete
67, 25, Attack Barb Camp, Operation Change Target INVALID, No backup
67, 25, Attack Barb Camp, Operation complete
67, 63, Operation Barbarian Attack running
67, Barbarian Attack, 63, , Battle line, 49:34, 0 endangered
67, 63, Barbarian Attack, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
67, 63, Operation Barbarian City Assault running
67, 63, Barbarian City Assault, ,0, Not Ready, 
67, 63, Operation Barbarian Attack running
67, 63, Barbarian Attack, ,0, Not Ready, 
67, 63, Operation Barbarian Attack running
67, Barbarian Attack, 63, , Battle line, 58:22, 0 endangered
67, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
67, 63, Operation Barbarian Attack running
67, 63, Barbarian Attack, ,0, Not Ready, 
67, 63, Barbarian Attack, Operation Attack Units, UNIT_ARCHER, At 58:23, Move 58:23, Attack 59:23
67, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 49:34, 50:34, 50:34
67, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:33, 51:34, 49:35
67, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 45:35, 50:35, 46:36
68, 1, City Defense, Started
68, 1, Operation Attack Enemy City running
68, Attack Enemy City, 1, , Battle line, 13:21, 0 endangered
68, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; 
68, 1, Operation Settle New City running
68, 1, Settle New City, ,0, Not Ready, 
68, 1, Operation Naval Superiority running
68, Naval Superiority, 1, , Battle line, 3:18, 0 endangered
68, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
68, 1, Operation Attack Enemy City running
68, Attack Enemy City, 1, , Battle line, 18:20, 0 endangered
68, 1, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
68, 1, Operation City Defense running
68, 1, City Defense, ,0, Ready, 
68, 1, Operation Attack Barb Camp running
68, 1, Attack Barb Camp, ,0, Not Ready, 
68, 1, City Defense, No recruits to reach minimum, , , 
68, 1, City Defense, Recruiting strength, , Enemy Str: 49.0, UNIT_WARRIOR
68, 1, City Defense, No recruits to reach minimum, , , 
68, 1, City Defense, No recruits to match strength, , Enemy Str: 49.0, 
68, City Defense, 1, , Battle line, 9:24, 0 endangered
68, 1, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_ARCHER
68, 1, Attack Enemy City, Operation Attack Units, UNIT_ARCHER, At 9:24, Move 9:24, Attack 8:23
68, 1, Attack Enemy City, Operation Attack Units, UNIT_WARRIOR, At 10:23, Move 9:23, Attack -9999:-9999
68, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 23:20, 23:20, 23:20
68, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 23:22, 23:22, 23:22
68, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 15:21, 22:20, 16:21
68, 1, Attack Enemy City, No recruits to reach minimum, , , 
68, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 76.5, 
68, 1, Attack Enemy City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR
68, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 21:21, 21:21, 21:21
68, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 12:25, 20:21, 12:23
68, 1, Attack Barb Camp, Operation complete
68, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
68, 2, Operation Settle New City running
68, 2, Settle New City, ,0, Not Ready, 
68, 2, Operation Barb Camp Tech Boost running
68, 2, Barb Camp Tech Boost, ,0, Not Ready, 
68, 2, Attack Enemy City, Started
68, 2, Barb Camp Tech Boost, Recruiting minimums, , , UNIT_WARRIOR
68, 2, Barb Camp Tech Boost, Recruiting minimums, , , UNIT_ARCHER
68, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
68, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_ARCHER
68, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
68, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 20.0, 
68, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
68, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 20.0, 
68, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
68, 2, Barb Camp Tech Boost, Operation Move, UNIT_ARCHER, 70:13, 68:7, 70:11
68, 2, Barb Camp Tech Boost, Operation Move, UNIT_WARRIOR, 70:14, 68:6, 70:12
68, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
68, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
68, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
68, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
68, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
68, 2, Attack Enemy City, No recruits to reach minimum, , , 
68, 2, Attack Enemy City, Operation Recruit, 3 units, Recruited 3, Contract for: UNIT_ARCHER
68, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 69:13, 67:17, 69:14
68, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:11, 67:17, 68:12
68, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 69:11, 67:17, 69:13
68, 3, Attack Enemy City, Operation complete
68, 3, Operation Settle New City running
68, 3, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; 
68, 3, Operation City Defense running
68, City Defense, 3, , Battle line, 9:21, 0 endangered
68, 3, City Defense, ,0, Ready, UNIT_ARCHER; 
68, 3, Operation Attack Barb Camp running
68, 3, Attack Barb Camp, ,0, Not Ready, 
68, 3, Operation Attack Enemy City running
68, 3, Attack Enemy City, ,0, Not Ready, UNIT_HEAVY_CHARIOT; 
68, 3, Settle New City, No recruits to reach minimum, , , 
68, 3, Settle New City, Recruiting strength, , Enemy Str: 28.0, UNIT_ARCHER
68, Settle New City, 3, , Battle line, 11:23, 0 endangered
68, 3, Settle New City, Operation Recruit, 3 units, Recruited 1, Contract for: UNIT_ARCHER
68, 3, Settle New City, Operation Move, UNIT_ARCHER, 8:19, 9:15, 9:17
68, 3, Settle New City, Operation Move, UNIT_ARCHER, 17:26, 8:13, 17:24
68, 3, Settle New City, Operation Move, UNIT_SETTLER, 17:24, 8:13, 17:24
68, 3, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
68, 3, City Defense, Operation complete
68, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
68, 3, Attack Enemy City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
68, 3, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 6:16, 8:19, 8:18
68, 4, Operation Settle New City running
68, 4, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; 
68, 4, Operation Attack Barb Camp running
68, Attack Barb Camp, 4, , Battle line, 9:42, 0 endangered
68, 4, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
68, 4, Operation Attack Enemy City running
68, 4, Attack Enemy City, ,0, Not Ready, 
68, 4, Operation Naval Superiority running
68, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
68, 4, Settle New City, Operation Change Target INVALID, Changing to backup
68, 4, Settle New City, No recruits to reach minimum, , , 
68, 4, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
68, 4, Settle New City, No recruits to reach minimum, , , 
68, 4, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
68, 4, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_ARCHER
68, 4, Settle New City, Operation Move, UNIT_WARRIOR, 12:38, 11:39, 11:39
68, 4, Settle New City, Operation Move, UNIT_WARRIOR, 13:39, 11:40, 12:38
68, 4, Settle New City, Operation Move, UNIT_SETTLER, 12:38, 11:40, 12:38
68, 4, Settle New City, Operation Move, UNIT_WARRIOR, 14:39, 11:39, 13:39
68, 4, Attack Barb Camp, No recruits to reach minimum, , , 
68, 4, Attack Barb Camp, No recruits to reach minimum, , , 
68, 4, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
68, 4, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 9:41, 9:42, 9:42
68, 4, Attack Enemy City, No recruits to reach minimum, , , 
68, 4, Attack Enemy City, No recruits to reach minimum, , , 
68, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
68, 4, Naval Superiority, No recruits to reach minimum, , , 
68, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
68, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
68, 5, City Defense, Started
68, 5, Operation Settle New City running
68, 5, Settle New City, ,0, Not Ready, 
68, 5, Operation Attack Barb Camp running
68, Attack Barb Camp, 5, , Battle line, 52:41, 0 endangered
68, 5, Attack Barb Camp, ,0, Not Ready, UNIT_WARRIOR; 
68, 5, Operation Attack Enemy City running
68, Attack Enemy City, 5, , Battle line, 49:41, 0 endangered
68, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
68, 5, Operation Naval Superiority running
68, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
68, 5, Operation City Defense running
68, 5, City Defense, ,0, Not Ready, 
68, 5, Settle New City, No recruits to reach minimum, , , 
68, 5, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
68, Settle New City, 5, , Battle line, 52:41, 0 endangered
68, 5, Settle New City, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_SETTLER
68, 5, Settle New City, Operation Move, UNIT_WARRIOR, 53:39, 38:33, 53:39
68, 5, City Defense, No recruits to reach minimum, , , 
68, 5, City Defense, Recruiting strength, , Enemy Str: 70.0, UNIT_SCOUT
68, 5, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_ARCHER
68, 5, City Defense, Operation Move, UNIT_SCOUT, 56:31, 51:35, 55:34
68, 5, Attack Enemy City, No recruits to reach minimum, , , 
68, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 139.0, 
68, 5, Attack Enemy City, No recruits to reach minimum, , , 
68, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 139.0, 
68, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_WARRIOR
68, 5, Attack Enemy City, Operation Protect Units, UNIT_WARRIOR, Promote
68, 5, Attack Enemy City, Operation Siege City, UNIT_WARRIOR, From 51:41, Goal: 52:42, Move 52:42
68, 5, Attack Enemy City, Operation Siege City, UNIT_WARRIOR, From 49:41, Goal: 51:42, Move 50:42
68, 5, Attack Enemy City, Operation Siege City, UNIT_WARRIOR, From 50:43, Goal: 51:44, Move 51:44
68, 5, Attack Enemy City, Operation Siege City, UNIT_WARRIOR, From 50:41, Goal: 50:43, Move 50:43
